Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units,Source_File,Interval_Start,Hits_in_10min
2025-09-28 17:17:57,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 17:10:00,11
2025-09-28 17:17:55,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 17:10:00,11
2025-09-28 17:17:34,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 17:10:00,11
2025-09-28 17:17:25,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 17:10:00,11
2025-09-28 17:17:23,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 17:10:00,11
2025-09-28 17:17:20,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 17:10:00,11
2025-09-28 17:17:17,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 17:10:00,11
2025-09-28 17:16:53,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 17:10:00,11
2025-09-28 17:16:49,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 17:10:00,11
2025-09-28 17:16:43,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 17:10:00,11
2025-09-28 17:16:40,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 17:10:00,11
2025-09-28 16:36:51,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 16:30:00,15
2025-09-28 16:36:46,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 16:30:00,15
2025-09-28 16:36:40,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 16:30:00,15
2025-09-28 13:29:47,4300,PDIA_4301C,BAD PV,ACK,,N-4303C RAW WATER DIFF PRESSURE,,,1.csv,2025-09-28 13:20:00,12
2025-09-28 13:29:21,4300,PDIA_4301C,BAD PV,OK,L 00,N-4303C RAW WATER DIFF PRESSURE,-0.00820521,MPa,1.csv,2025-09-28 13:20:00,12
2025-09-28 13:28:59,4300,PDIA_4301C,BAD PV,,L 00,N-4303C RAW WATER DIFF PRESSURE,-0.00820521,MPa,1.csv,2025-09-28 13:20:00,12
2025-09-28 13:28:58,4300,PDIA_4301C,BAD PV,OK,L 00,N-4303C RAW WATER DIFF PRESSURE,-0.00978439,MPa,1.csv,2025-09-28 13:20:00,12
2025-09-28 13:28:58,4300,PDIA_4301C,BAD PV,,L 00,N-4303C RAW WATER DIFF PRESSURE,-0.00978439,MPa,1.csv,2025-09-28 13:20:00,12
2025-09-28 13:27:35,4300,PDIA_4301C,BAD PV,OK,L 00,N-4303C RAW WATER DIFF PRESSURE,-0.0075157,MPa,1.csv,2025-09-28 13:20:00,12
2025-09-28 13:26:12,4300,PDIA_4301C,BAD PV,ACK,,N-4303C RAW WATER DIFF PRESSURE,,,1.csv,2025-09-28 13:20:00,12
2025-09-28 13:26:01,4300,PDIA_4301C,BAD PV,,L 00,N-4303C RAW WATER DIFF PRESSURE,2505.23,MPa,1.csv,2025-09-28 13:20:00,12
2025-09-28 08:49:55,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 08:40:00,13
2025-09-28 08:49:54,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 08:40:00,13
2025-09-28 08:49:50,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 08:40:00,13
2025-09-28 08:49:47,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 08:40:00,13
2025-09-28 08:49:44,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 08:40:00,13
2025-09-28 08:49:33,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 08:40:00,13
2025-09-28 08:49:33,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 08:40:00,13
2025-09-28 08:49:31,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 08:40:00,13
2025-09-28 08:49:28,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 08:40:00,13
2025-09-28 08:49:24,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 08:40:00,13
2025-09-28 08:49:15,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 08:40:00,13
2025-09-28 08:49:11,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 08:40:00,13
2025-09-28 08:48:52,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 08:40:00,13
2025-09-28 08:11:18,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 08:10:00,15
2025-09-28 08:11:09,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 08:10:00,15
2025-09-28 08:11:06,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 08:10:00,15
2025-09-28 08:11:03,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 08:10:00,15
2025-09-28 08:10:56,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 08:10:00,15
2025-09-28 06:38:59,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:38:58,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:38:52,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:38:45,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:37:16,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:37:13,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:37:13,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:37:11,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:37:05,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:36:53,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:36:49,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:36:40,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:36:23,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:36:18,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:36:17,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:36:06,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:36:03,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:34:17,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:34:16,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:34:08,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:34:00,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 06:30:00,22
2025-09-28 06:33:58,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 06:30:00,22
2025-09-28 02:26:03,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 02:20:00,12
2025-09-28 02:25:57,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 02:20:00,12
2025-09-28 02:25:55,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 02:20:00,12
2025-09-28 02:25:43,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 02:20:00,12
2025-09-28 02:25:23,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 02:20:00,12
2025-09-28 00:15:13,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 00:10:00,15
2025-09-28 00:15:04,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 00:10:00,15
2025-09-28 00:14:42,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 00:10:00,15
2025-09-28 00:14:40,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 00:10:00,15
2025-09-28 00:14:34,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 00:10:00,15
2025-09-28 20:07:21,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 20:00:00,12
2025-09-28 20:07:15,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 20:00:00,12
2025-09-28 20:07:11,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 20:00:00,12
2025-09-28 20:07:07,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 20:00:00,12
2025-09-28 20:07:05,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 20:00:00,12
2025-09-28 20:06:59,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 20:00:00,12
2025-09-28 20:06:55,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 20:00:00,12
2025-09-28 20:06:51,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 20:00:00,12
2025-09-28 20:06:44,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 20:00:00,12
2025-09-28 17:56:37,4600,FIC_2232,BAD PV,ACK,,LP Drum A Process Condensate Flow,,,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:56:27,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,2.67581,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:56:23,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,0,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:24:24,6200,AUX_Poly2,OFFNRM,ACK,,current change rate alarm,,,1.csv,2025-09-28 17:20:00,11
2025-09-28 17:24:22,6200,AUX_Poly2,OFFNRM,OK,L 00,current change rate alarm,OFF,,1.csv,2025-09-28 17:20:00,11
2025-09-28 17:24:14,6200,AUX_Poly2,OFFNRM,,L 00,current change rate alarm,ON,,1.csv,2025-09-28 17:20:00,11
2025-09-28 17:22:36,6200,AUX_Poly2,OFFNRM,ACK,,current change rate alarm,,,1.csv,2025-09-28 17:20:00,11
2025-09-28 17:22:35,6200,AUX_Poly2,OFFNRM,OK,L 00,current change rate alarm,OFF,,1.csv,2025-09-28 17:20:00,11
2025-09-28 17:22:26,6200,AUX_Poly2,OFFNRM,,L 00,current change rate alarm,ON,,1.csv,2025-09-28 17:20:00,11
2025-09-28 15:49:58,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 15:40:00,11
2025-09-28 15:49:48,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 15:40:00,11
2025-09-28 15:49:46,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 15:40:00,11
2025-09-28 15:49:40,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 15:40:00,11
2025-09-28 15:49:38,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 15:40:00,11
2025-09-28 15:49:30,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 15:40:00,11
2025-09-28 15:49:04,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 15:40:00,11
2025-09-28 15:49:03,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 15:40:00,11
2025-09-28 15:48:54,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 15:40:00,11
2025-09-28 15:48:49,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 15:40:00,11
2025-09-28 11:34:55,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 11:30:00,13
2025-09-28 11:34:46,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 11:30:00,13
2025-09-28 11:34:45,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 11:30:00,13
2025-09-28 11:34:44,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 11:30:00,13
2025-09-28 11:34:37,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 11:30:00,13
2025-09-28 11:34:36,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 11:30:00,13
2025-09-28 11:34:32,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 11:30:00,13
2025-09-28 11:34:30,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 11:30:00,13
2025-09-28 11:34:27,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 11:30:00,13
2025-09-28 11:34:20,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 11:30:00,13
2025-09-28 11:34:16,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 11:30:00,13
2025-09-28 11:34:14,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 11:30:00,13
2025-09-28 11:34:13,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 11:30:00,13
2025-09-28 09:27:29,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 09:20:00,11
2025-09-28 09:27:16,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 09:20:00,11
2025-09-28 09:27:14,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 09:20:00,11
2025-09-28 09:27:09,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 09:20:00,11
2025-09-28 09:27:00,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 09:20:00,11
2025-09-28 09:26:50,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 09:20:00,11
2025-09-28 09:26:43,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 09:20:00,11
2025-09-28 09:26:15,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 09:20:00,11
2025-09-28 09:26:11,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 09:20:00,11
2025-09-28 09:26:09,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 09:20:00,11
2025-09-28 09:26:07,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 09:20:00,11
2025-09-28 08:22:00,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 08:20:00,11
2025-09-28 08:21:59,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 08:20:00,11
2025-09-28 08:21:50,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 08:20:00,11
2025-09-28 04:29:05,6200,AUX_Poly2,OFFNRM,ACK,,current change rate alarm,,,1.csv,2025-09-28 04:20:00,10
2025-09-28 04:28:59,6200,AUX_Poly2,OFFNRM,,L 00,current change rate alarm,ON,,1.csv,2025-09-28 04:20:00,10
2025-09-28 04:27:52,6200,AUX_Poly2,OFFNRM,ACK,,current change rate alarm,,,1.csv,2025-09-28 04:20:00,10
2025-09-28 04:27:21,6200,AUX_Poly2,OFFNRM,,L 00,current change rate alarm,ON,,1.csv,2025-09-28 04:20:00,10
2025-09-28 02:37:28,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:37:09,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:37:06,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:37:02,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:36:54,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:36:54,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:36:52,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:36:52,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:36:20,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:36:04,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:36:03,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:35:55,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:35:53,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:35:51,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:35:47,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:35:11,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:34:34,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 02:30:00,18
2025-09-28 02:34:34,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 02:30:00,18
2025-09-28 17:56:56,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,8.15038,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:56:55,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,8.15038,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:56:02,4600,FIC_2232,BAD PV,ACK,,LP Drum A Process Condensate Flow,,,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:52:41,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,13.0991,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:52:40,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,13.0991,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:52:04,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,16.6772,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:52:03,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,16.6772,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:50:21,4600,FIC_2232,BAD PV,ACK,,LP Drum A Process Condensate Flow,,,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:50:19,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,8.29319,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:50:19,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,8.29319,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:50:15,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,1.76294,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:50:14,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,0,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:50:02,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,54.3599,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:50:00,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,54.3599,m3/h,1.csv,2025-09-28 17:50:00,18
2025-09-28 17:49:20,4600,FIC_2232,BAD PV,ACK,,LP Drum A Process Condensate Flow,,,1.csv,2025-09-28 17:40:00,10
2025-09-28 17:48:52,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,1.42528,m3/h,1.csv,2025-09-28 17:40:00,10
2025-09-28 17:48:51,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,1.42528,m3/h,1.csv,2025-09-28 17:40:00,10
2025-09-28 17:47:42,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,2.33949,m3/h,1.csv,2025-09-28 17:40:00,10
2025-09-28 17:47:41,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,2.33949,m3/h,1.csv,2025-09-28 17:40:00,10
2025-09-28 17:41:49,4600,FIC_2232,BAD PV,ACK,,LP Drum A Process Condensate Flow,,,1.csv,2025-09-28 17:40:00,10
2025-09-28 17:40:12,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,8.4173,m3/h,1.csv,2025-09-28 17:40:00,10
2025-09-28 17:40:11,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,8.4173,m3/h,1.csv,2025-09-28 17:40:00,10
2025-09-28 10:09:27,4600,FIC_2232,BAD PV,ACK,,LP Drum A Process Condensate Flow,,,1.csv,2025-09-28 10:00:00,10
2025-09-28 10:06:12,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,2.61842,m3/h,1.csv,2025-09-28 10:00:00,10
2025-09-28 10:06:12,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,2.61842,m3/h,1.csv,2025-09-28 10:00:00,10
2025-09-28 10:06:04,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,1.46265,m3/h,1.csv,2025-09-28 10:00:00,10
2025-09-28 10:06:04,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,1.46265,m3/h,1.csv,2025-09-28 10:00:00,10
2025-09-28 10:02:19,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,2.876,m3/h,1.csv,2025-09-28 10:00:00,10
2025-09-28 10:02:19,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,2.876,m3/h,1.csv,2025-09-28 10:00:00,10
2025-09-28 10:01:59,4600,FIC_2232,BAD PV,ACK,,LP Drum A Process Condensate Flow,,,1.csv,2025-09-28 10:00:00,10
2025-09-28 10:01:49,4600,FIC_2232,BAD PV,OK,L 00,LP Drum A Process Condensate Flow,7.81273,m3/h,1.csv,2025-09-28 10:00:00,10
2025-09-28 10:01:46,4600,FIC_2232,BAD PV,,L 00,LP Drum A Process Condensate Flow,7.81273,m3/h,1.csv,2025-09-28 10:00:00,10
2025-09-28 00:13:28,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 00:10:00,15
2025-09-28 00:13:23,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 00:10:00,15
2025-09-28 00:13:17,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 00:10:00,15
